**PARALLEL DATA FIRST**

-----------------------------------------------------------
1,6	,955749
2,3	,247798
4,2	,546054
8,2	,501097
16,2	,535843


**PARALLEL FILTER FIRST**

-----------------------------------------------------------
1,6	,773800
2,3	,129282
4,3	,88364
8,3	,1404
16,2	,858151
